,syllable,count,P,F
605,praɪs,248,0.0002453881,0.8791265767
606,fe,248,0.0002453881,0.8793719648
607,zaːm,247,0.0002443986,0.8796163634
608,dɐt,247,0.0002443986,0.879860762
609,ɪt,247,0.0002443986,0.8801051607
610,vaːl,246,0.0002434092,0.8803485698
611,plats,246,0.0002434092,0.880591979
612,faʊ,246,0.0002434092,0.8808353881
613,zaːk,244,0.0002414302,0.8810768183
614,var,244,0.0002414302,0.8813182486
615,tsɛt,243,0.0002404407,0.8815586893
616,mu,243,0.0002404407,0.8817991301
617,ʃøː,243,0.0002404407,0.8820395708
618,dɔp,242,0.0002394513,0.8822790221
619,rʊŋ,241,0.0002384618,0.8825174839
620,fɛɐn,241,0.0002384618,0.8827559457
621,kʊk,239,0.0002364829,0.8829924286
622,dar,239,0.0002364829,0.8832289115
623,ɡiːt,238,0.0002354934,0.8834644049
624,ʃaɪn,238,0.0002354934,0.8836998983
625,zɛt,237,0.0002345039,0.8839344022
626,suː,237,0.0002345039,0.8841689062
627,haɪm,237,0.0002345039,0.8844034101
628,fɛs,237,0.0002345039,0.884637914
629,taːks,234,0.0002315355,0.8848694496
630,ɪz,234,0.0002315355,0.8851009851
631,mɔɐŋ,233,0.0002305461,0.8853315312
632,kʏm,233,0.0002305461,0.8855620772
633,haːp,233,0.0002305461,0.8857926233
634,təl,232,0.0002295566,0.8860221799
635,bɔn,232,0.0002295566,0.8862517365
636,draʊf,231,0.0002285671,0.8864803036
637,diːɐ,229,0.0002265882,0.8867068918
638,vɪç,228,0.0002255987,0.8869324906
639,ɡaŋ,228,0.0002255987,0.8871580893
640,ɒaɪŋ,227,0.0002246093,0.8873826986
641,ɡiːpt,225,0.0002226303,0.8876053289
642,høːɐt,224,0.0002216409,0.8878269697
643,raʊs,223,0.0002206514,0.8880476211
644,bənt,223,0.0002206514,0.8882682725
645,eːɐst,222,0.0002196619,0.8884879344
646,ɒɛt,222,0.0002196619,0.8887075963
647,ʃta,221,0.0002186725,0.8889262688
648,pɛɐ,219,0.0002166935,0.8891429623
649,hŋ,219,0.0002166935,0.8893596558
650,ʃtraː,219,0.0002166935,0.8895763493
651,kans,218,0.000215704,0.8897920534
652,kaɪt,216,0.0002137251,0.8900057785
653,le,215,0.0002127356,0.8902185141
654,uː,214,0.0002117462,0.8904302603
655,nuːn,214,0.0002117462,0.8906420065
656,veːɐd,213,0.0002107567,0.8908527632
657,nʊn,211,0.0002087778,0.891061541
658,kɛn,211,0.0002087778,0.8912703187
659,roː,210,0.0002077883,0.891478107
660,haʊ,209,0.0002067988,0.8916849059
661,riː,208,0.0002058094,0.8918907152
662,plaː,208,0.0002058094,0.8920965246
663,raː,206,0.0002038304,0.892300355
664,tɐn,205,0.000202841,0.892503196
665,faɪ,204,0.0002018515,0.8927050475
666,ti,203,0.000200862,0.8929059095
667,fɪl,203,0.000200862,0.8931067715
668,vɔlt,200,0.0001978936,0.8933046651
669,ɡənt,200,0.0001978936,0.8935025588
670,pɐ,199,0.0001969042,0.8936994629
671,zəs,198,0.0001959147,0.8938953776
672,tsɛs,198,0.0001959147,0.8940912923
673,e,198,0.0001959147,0.894287207
674,ɒɛnt,198,0.0001959147,0.8944831217
675,tɛ,197,0.0001949252,0.8946780469
676,ʃtɪm,197,0.0001949252,0.8948729721
677,vɪl,196,0.0001939357,0.8950669078
678,tuːn,196,0.0001939357,0.8952608436
679,ʃiː,196,0.0001939357,0.8954547793
680,ʊ,195,0.0001929463,0.8956477256
681,ənt,195,0.0001929463,0.8958406719
682,taːl,194,0.0001919568,0.8960326287
683,flyː,194,0.0001919568,0.8962245855
684,ɡraːd,193,0.0001909673,0.8964155529
685,fyː,193,0.0001909673,0.8966065202
686,ɪf,193,0.0001909673,0.8967974875
687,vaɪt,192,0.0001899779,0.8969874654
688,raɪn,191,0.0001889884,0.8971764538
689,ʃtʏk,191,0.0001889884,0.8973654422
690,tɔʏ,190,0.0001879989,0.8975534412
691,l,190,0.0001879989,0.8977414401
692,zaʊ,189,0.0001870095,0.8979284496
693,lɐ,189,0.0001870095,0.8981154591
694,vi,187,0.0001850305,0.8983004896
695,baː,187,0.0001850305,0.8984855201
696,haʊs,186,0.0001840411,0.8986695612
697,fl,186,0.0001840411,0.8988536023
698,fa,186,0.0001840411,0.8990376433
699,brɪŋ,186,0.0001840411,0.8992216844
700,baɪt,186,0.0001840411,0.8994057255
701,ɒuː,186,0.0001840411,0.8995897665
702,reː,185,0.0001830516,0.8997728181
703,kʊɐ,185,0.0001830516,0.8999558697
704,zax,184,0.0001820621,0.9001379319
705,prɪn,183,0.0001810727,0.9003190045
706,zɪp,182,0.0001800832,0.9004990877
707,lɔk,182,0.0001800832,0.9006791709
708,ɡar,182,0.0001800832,0.9008592541
709,ʃviː,182,0.0001800832,0.9010393373
710,zuːx,181,0.0001790937,0.901218431
711,tuː,181,0.0001790937,0.9013975247
712,faːr,181,0.0001790937,0.9015766185
713,tsjoːn,180,0.0001781043,0.9017547227
714,raʊm,180,0.0001781043,0.901932827
715,ʃteːt,180,0.0001781043,0.9021109312
716,ʃaɪ,180,0.0001781043,0.9022890355
717,xn,179,0.0001771148,0.9024661503
718,smar,178,0.0001761253,0.9026422756
719,fas,178,0.0001761253,0.9028184009
720,taːh,177,0.0001751359,0.9029935368
721,fm,177,0.0001751359,0.9031686726
722,tsyː,176,0.0001741464,0.903342819
723,traɪ,176,0.0001741464,0.9035169654
724,ʃliː,176,0.0001741464,0.9036911118
725,ɪh,176,0.0001741464,0.9038652582
726,park,174,0.0001721674,0.9040374256
727,mɛnt,174,0.0001721674,0.9042095931
728,ʃteːn,174,0.0001721674,0.9043817605
729,kuː,173,0.000171178,0.9045529385
730,kre,173,0.000171178,0.9047241165
731,kʊs,173,0.000171178,0.9048952945
732,fʏn,173,0.000171178,0.9050664725
733,lu,172,0.0001701885,0.905236661
734,ɒiːn,172,0.0001701885,0.9054068495
735,klap,171,0.000169199,0.9055760485
736,baːt,171,0.000169199,0.9057452476
737,ʃteː,171,0.000169199,0.9059144466
738,tuːɐ,170,0.0001682096,0.9060826562
739,par,170,0.0001682096,0.9062508658
740,laʊ,170,0.0001682096,0.9064190754
741,kʊn,170,0.0001682096,0.9065872849
742,ʃvɪm,170,0.0001682096,0.9067554945
743,has,169,0.0001672201,0.9069227146
744,fɛl,169,0.0001672201,0.9070899347
745,vɔxŋ,168,0.0001662306,0.9072561654
746,ɪj,168,0.0001662306,0.907422396
747,fals,167,0.0001652412,0.9075876372
748,ɪçt,167,0.0001652412,0.9077528784
749,vʏɐn,166,0.0001642517,0.9079171301
750,naːr,166,0.0001642517,0.9080813818
751,neːn,165,0.0001632622,0.908244644
752,liːn,165,0.0001632622,0.9084079062
753,tiː,164,0.0001622728,0.908570179
754,ruːf,164,0.0001622728,0.9087324518
755,jeːn,164,0.0001622728,0.9088947246
756,iːɐn,164,0.0001622728,0.9090569973
757,zɛl,163,0.0001612833,0.9092182806
758,tiːm,162,0.0001602938,0.9093785745
759,taɪl,162,0.0001602938,0.9095388683
760,fʊɐt,160,0.0001583149,0.9096971832
761,aːmts,160,0.0001583149,0.9098554981
762,nɪks,159,0.0001573254,0.9100128235
763,kvɛl,158,0.000156336,0.9101691595
764,kaf,158,0.000156336,0.9103254954
765,zɔnst,157,0.0001553465,0.9104808419
766,vɛç,157,0.0001553465,0.9106361884
767,t,157,0.0001553465,0.9107915349
768,laː,157,0.0001553465,0.9109468814
769,kal,157,0.0001553465,0.9111022279
770,zaɪ,155,0.0001533676,0.9112555954
771,rɪn,155,0.0001533676,0.911408963
772,fʏmf,155,0.0001533676,0.9115623306
773,su,154,0.0001523781,0.9117147086
774,seːn,154,0.0001523781,0.9118670867
775,baːɐn,154,0.0001523781,0.9120194648
776,ɒaɪm,154,0.0001523781,0.9121718429
777,kœl,153,0.0001513886,0.9123232315
778,markt,151,0.0001494097,0.9124726412
779,hoː,151,0.0001494097,0.9126220509
780,daxt,151,0.0001494097,0.9127714606
781,dat,151,0.0001494097,0.9129208703
782,fə,150,0.0001484202,0.9130692905
783,tsiː,149,0.0001474307,0.9132167212
784,diːs,148,0.0001464413,0.9133631625
785,jə,147,0.0001454518,0.9135086143
786,tsjoː,146,0.0001444623,0.9136530767
787,klaɪ,145,0.0001434729,0.9137965495
788,sʊns,144,0.0001424834,0.9139390329
789,buːxt,144,0.0001424834,0.9140815163
790,mʏst,143,0.0001414939,0.9142230103
791,mɛs,143,0.0001414939,0.9143645042
792,fɛːɐt,143,0.0001414939,0.9145059982
793,ɒɪh,143,0.0001414939,0.9146474921
794,ɛ,143,0.0001414939,0.914788986
795,vʏn,142,0.0001405045,0.9149294905
796,maɪs,142,0.0001405045,0.915069995
797,ʃə,142,0.0001405045,0.9152104994
798,zɪ,141,0.000139515,0.9153500144
799,ɡo,141,0.000139515,0.9154895294
800,ɡʏɐt,141,0.000139515,0.9156290445
801,ɒɔp,141,0.000139515,0.9157685595
802,xɐ,140,0.0001385255,0.915907085
803,taːɡ,140,0.0001385255,0.9160456105
804,meː,140,0.0001385255,0.9161841361
805,kɔmt,140,0.0001385255,0.9163226616
806,ʃtɪmt,140,0.0001385255,0.9164611871
807,vo,139,0.0001375361,0.9165987232
808,naxt,139,0.0001375361,0.9167362593
809,lɛŋ,139,0.0001375361,0.9168737953
810,bənts,139,0.0001375361,0.9170113314
811,ʃøːŋ,139,0.0001375361,0.9171488675
812,ŋə,139,0.0001375361,0.9172864035
813,ʒə,138,0.0001365466,0.9174229501
814,nɪts,137,0.0001355571,0.9175585072
815,nɪs,137,0.0001355571,0.9176940644
816,kŋ,137,0.0001355571,0.9178296215
817,fraŋk,136,0.0001345677,0.9179641892
818,dɪŋ,136,0.0001345677,0.9180987568
819,ɒaːmt,136,0.0001345677,0.9182333245
820,lɔʏ,135,0.0001335782,0.9183669027
821,dɪ,135,0.0001335782,0.9185004809
822,ɒɔɐ,135,0.0001335782,0.9186340591
823,zɪt,134,0.0001325887,0.9187666478
824,leːkt,134,0.0001325887,0.9188992365
825,ɡaːl,134,0.0001325887,0.9190318253
826,fryːɐ,134,0.0001325887,0.919164414
827,blaɪm,134,0.0001325887,0.9192970027
828,fo,133,0.0001315993,0.919428602
829,zi,132,0.0001306098,0.9195592118
830,vɪʃ,132,0.0001306098,0.9196898215
831,jɔt,132,0.0001306098,0.9198204313
832,baʊ,131,0.0001296203,0.9199500517
833,ʃpeːt,131,0.0001296203,0.920079672
834,tsvoː,130,0.0001286309,0.9202083028
835,bɪl,130,0.0001286309,0.9203369337
836,sɪl,129,0.0001276414,0.9204645751
837,prak,129,0.0001276414,0.9205922164
838,kœp,129,0.0001276414,0.9207198578
839,ɪŋ,129,0.0001276414,0.9208474992
840,tsɪ,128,0.0001266519,0.9209741511
841,ɒʏp,128,0.0001266519,0.9211008031
842,ɪʃ,128,0.0001266519,0.921227455
843,zɛn,127,0.0001256624,0.9213531174
844,rɛkt,127,0.0001256624,0.9214787799
845,ʃaf,127,0.0001256624,0.9216044423
846,vɛ,126,0.000124673,0.9217291153
847,krɪs,126,0.000124673,0.9218537883
848,flɛks,126,0.000124673,0.9219784613
849,ɒɔʏ,126,0.000124673,0.9221031342
850,sʊŋ,125,0.0001236835,0.9222268178
851,nɪʃ,125,0.0001236835,0.9223505013
852,dɔh,125,0.0001236835,0.9224741848
853,dɔ,125,0.0001236835,0.9225978683
854,ɒøː,125,0.0001236835,0.9227215518
855,pa,124,0.000122694,0.9228442458
856,nət,124,0.000122694,0.9229669399
857,eːm,124,0.000122694,0.9230896339
858,çiːɐ,124,0.000122694,0.923212328
859,zaːxt,123,0.0001217046,0.9233340326
860,lo,123,0.0001217046,0.9234557371
861,kvar,123,0.0001217046,0.9235774417
862,jɛnʃ,123,0.0001217046,0.9236991463
863,vaːn,122,0.0001207151,0.9238198614
864,kən,122,0.0001207151,0.9239405765
865,hɛd,122,0.0001207151,0.9240612916
866,raɪts,121,0.0001197256,0.9241810173
867,mɛɐ,121,0.0001197256,0.9243007429
868,val,120,0.0001187362,0.9244194791
869,mɪn,120,0.0001187362,0.9245382152
870,kat,120,0.0001187362,0.9246569514
871,ɡroː,120,0.0001187362,0.9247756876
872,blaɪ,120,0.0001187362,0.9248944238
873,ʃtal,120,0.0001187362,0.9250131599
874,hɔʏt,119,0.0001177467,0.9251309066
875,ɡɪp,119,0.0001177467,0.9252486533
876,ʃtaɪn,118,0.0001167572,0.9253654106
877,ra,117,0.0001157678,0.9254811783
878,lɔʏft,117,0.0001157678,0.9255969461
879,ko,117,0.0001157678,0.9257127139
880,tɔl,116,0.0001147783,0.9258274922
881,nʊnt,116,0.0001147783,0.9259422705
882,lɪ,116,0.0001147783,0.9260570488
883,traʊm,115,0.0001137888,0.9261708376
884,nsvan,115,0.0001137888,0.9262846264
885,leːŋ,115,0.0001137888,0.9263984153
886,dʊɐ,115,0.0001137888,0.9265122041
887,ʃɪk,115,0.0001137888,0.9266259929
888,rɛnts,114,0.0001127994,0.9267387923
889,mɪd,114,0.0001127994,0.9268515917
890,ɡeːm,114,0.0001127994,0.926964391
891,çɐ,114,0.0001127994,0.9270771904
892,tsaːl,113,0.0001118099,0.9271890003
893,traː,113,0.0001118099,0.9273008102
894,tʊŋs,113,0.0001118099,0.9274126201
895,raːt,113,0.0001118099,0.92752443
896,plɛt,113,0.0001118099,0.9276362399
897,drɪn,113,0.0001118099,0.9277480498
898,siː,112,0.0001108204,0.9278588702
899,kriː,112,0.0001108204,0.9279696906
900,zm,111,0.000109831,0.9280795216
901,knap,111,0.000109831,0.9281893525
902,brʏk,111,0.000109831,0.9282991835
903,haɪst,110,0.0001088415,0.928408025
904,brɔʏç,110,0.0001088415,0.9285168665
905,jaːr,109,0.000107852,0.9286247185
906,hɛl,109,0.000107852,0.9287325705
907,fɛlt,109,0.000107852,0.9288404225
908,dats,109,0.000107852,0.9289482746
909,dət,109,0.000107852,0.9290561266
910,zuːxt,108,0.0001068626,0.9291629891
911,zɪçt,108,0.0001068626,0.9292698517
912,veːks,108,0.0001068626,0.9293767143
913,taɪ,108,0.0001068626,0.9294835768
914,ɡa,108,0.0001068626,0.9295904394
915,aɪns,108,0.0001068626,0.9296973019
916,ɒeːɐ,108,0.0001068626,0.9298041645
917,zeːns,107,0.0001058731,0.9299100376
918,tɛː,107,0.0001058731,0.9300159106
919,kɔŋ,107,0.0001058731,0.9301217837
920,hɪm,107,0.0001058731,0.9302276568
921,ɡlaɪ,107,0.0001058731,0.9303335299
922,ʃliːs,107,0.0001058731,0.930439403
923,mʏl,106,0.0001048836,0.9305442866
924,bi,106,0.0001048836,0.9306491702
925,ət,106,0.0001048836,0.9307540539
926,ɡlɪç,105,0.0001038942,0.930857948
927,dax,105,0.0001038942,0.9309618422
928,çəm,105,0.0001038942,0.9310657363
929,zʊt,104,0.0001029047,0.931168641
930,zʊŋ,104,0.0001029047,0.9312715457
931,hɪç,104,0.0001029047,0.9313744504
932,fraːŋ,104,0.0001029047,0.931477355
933,ʃoːm,104,0.0001029047,0.9315802597
934,nɐt,103,0.0001019152,0.9316821749
935,ftseːn,103,0.0001019152,0.9317840901
936,fʊn,103,0.0001019152,0.9318860054
937,ɒɪns,103,0.0001019152,0.9319879206
938,əts,103,0.0001019152,0.9320898358
939,trʊm,102,0.0001009257,0.9321907615
940,taːn,102,0.0001009257,0.9322916873
941,raɪçt,102,0.0001009257,0.932392613
942,lʊŋ,102,0.0001009257,0.9324935388
943,iːm,102,0.0001009257,0.9325944645
944,høː,102,0.0001009257,0.9326953903
945,dɛm,102,0.0001009257,0.932796316
946,vants,101,9.99363e-05,0.9328962523
947,təns,101,9.99363e-05,0.9329961886
948,əm,101,9.99363e-05,0.9330961248
949,vaː,100,9.89468e-05,0.9331950717
950,ɡɪn,100,9.89468e-05,0.9332940185
951,aʊʃ,99,9.79573e-05,0.9333919758
952,ɒɛː,99,9.79573e-05,0.9334899332
953,traʊ,98,9.69679e-05,0.933586901
954,nn,98,9.69679e-05,0.9336838689
955,nøː,98,9.69679e-05,0.9337808368
956,liːkt,98,9.69679e-05,0.9338778046
957,paːr,97,9.59784e-05,0.9339737831
958,ɡn,97,9.59784e-05,0.9340697615
959,faːɐ,97,9.59784e-05,0.9341657399
960,fʊns,97,9.59784e-05,0.9342617183
961,draɪnt,97,9.59784e-05,0.9343576967
962,ʊs,97,9.59784e-05,0.9344536751
963,tsl,96,9.49889e-05,0.934548664
964,ɛks,96,9.49889e-05,0.934643653
965,zaːkt,95,9.39995e-05,0.9347376524
966,veːk,95,9.39995e-05,0.9348316519
967,tʃʊl,95,9.39995e-05,0.9349256514
968,sas,95,9.39995e-05,0.9350196508
969,kanst,95,9.39995e-05,0.9351136503
970,ʃpiː,95,9.39995e-05,0.9352076498
971,ɒeːɐst,95,9.39995e-05,0.9353016492
972,vans,94,9.301e-05,0.9353946592
973,vaːɐn,94,9.301e-05,0.9354876692
974,vɛɐ,94,9.301e-05,0.9355806793
975,toːɐ,94,9.301e-05,0.9356736893
976,ba,94,9.301e-05,0.9357666993
977,bəl,94,9.301e-05,0.9358597093
978,ɒah,94,9.301e-05,0.9359527193
979,tsmɪç,93,9.20205e-05,0.9360447398
980,liːk,93,9.20205e-05,0.9361367603
981,ɡəl,93,9.20205e-05,0.9362287809
982,dɔɐ,93,9.20205e-05,0.9363208014
983,mɪs,92,9.10311e-05,0.9364118325
984,kɔl,92,9.10311e-05,0.9365028635
985,hmɪt,92,9.10311e-05,0.9365938946
986,feːl,92,9.10311e-05,0.9366849257
987,diːn,92,9.10311e-05,0.9367759567
988,veːŋ,91,9.00416e-05,0.9368659983
989,du,91,9.00416e-05,0.9369560399
990,balt,91,9.00416e-05,0.9370460815
991,taɪn,90,8.90521e-05,0.9371351336
992,si,90,8.90521e-05,0.9372241858
993,mʊnt,90,8.90521e-05,0.9373132379
994,lʊs,90,8.90521e-05,0.93740229
995,ki,90,8.90521e-05,0.9374913422
996,braʊx,90,8.90521e-05,0.9375803943
997,bɪ,90,8.90521e-05,0.9376694464
998,ɒʊ,90,8.90521e-05,0.9377584985
999,vaɪls,89,8.80627e-05,0.9378465612
1000,tsiːn,89,8.80627e-05,0.9379346239
1001,tsiːŋs,89,8.80627e-05,0.9380226865
1002,nɔm,89,8.80627e-05,0.9381107492
1003,lan,89,8.80627e-05,0.9381988118
1004,ja,89,8.80627e-05,0.9382868745
1005,iːɐt,89,8.80627e-05,0.9383749372
1006,by,89,8.80627e-05,0.9384629998
1007,ʃlaːɡ,89,8.80627e-05,0.9385510625
1008,ɒaɪns,89,8.80627e-05,0.9386391252
1009,zəm,88,8.70732e-05,0.9387261983
1010,rʏ,88,8.70732e-05,0.9388132715
1011,hoːl,88,8.70732e-05,0.9389003447
1012,dɔʏ,88,8.70732e-05,0.9389874179
1013,blaɪp,88,8.70732e-05,0.9390744911
1014,vaz,87,8.60837e-05,0.9391605748
1015,tsʊɐ,87,8.60837e-05,0.9392466586
1016,baɪn,87,8.60837e-05,0.9393327423
1017,tsjo,85,8.41048e-05,0.9394168471
1018,klas,85,8.41048e-05,0.9395009519
1019,klɪŋt,85,8.41048e-05,0.9395850567
1020,ɡaː,85,8.41048e-05,0.9396691614
1021,ʃleː,85,8.41048e-05,0.9397532662
1022,fuːs,84,8.31153e-05,0.9398363816
1023,boː,84,8.31153e-05,0.9399194969
1024,pʊŋk,83,8.21259e-05,0.9400016227
1025,lɪs,83,8.21259e-05,0.9400837486
1026,kɛs,83,8.21259e-05,0.9401658744
1027,ɡŋt,83,8.21259e-05,0.9402480003
1028,ɔb,83,8.21259e-05,0.9403301261
1029,ɔɐt,83,8.21259e-05,0.940412252
1030,tsɪk,82,8.11364e-05,0.9404933884
1031,ro,82,8.11364e-05,0.9405745248
1032,ɡe,82,8.11364e-05,0.9406556611
1033,zɔlt,81,8.01469e-05,0.9407358081
1034,tɒɛs,81,8.01469e-05,0.940815955
1035,ɡroːs,81,8.01469e-05,0.9408961019
1036,frɔʏn,81,8.01469e-05,0.9409762488
1037,ɒœf,81,8.01469e-05,0.9410563957
1038,zɛts,80,7.91574e-05,0.9411355532
1039,pstn,80,7.91574e-05,0.9412147106
1040,kla,80,7.91574e-05,0.9412938681
1041,ʃɔɐn,80,7.91574e-05,0.9413730255
1042,ɒɪf,80,7.91574e-05,0.941452183
1043,çəs,80,7.91574e-05,0.9415313404
1044,zaːɡ,79,7.8168e-05,0.9416095084
1045,taːŋ,79,7.8168e-05,0.9416876764
1046,səl,79,7.8168e-05,0.9417658444
1047,rɛns,79,7.8168e-05,0.9418440123
1048,nats,79,7.8168e-05,0.9419221803
1049,keːɐs,79,7.8168e-05,0.9420003483
1050,kaʊ,79,7.8168e-05,0.9420785163
1051,dɪŋt,79,7.8168e-05,0.9421566843
1052,tɪçt,78,7.71785e-05,0.9422338628
1053,dreːs,78,7.71785e-05,0.9423110413
1054,dran,78,7.71785e-05,0.9423882198
1055,ʃtrɛs,78,7.71785e-05,0.9424653983
1056,ɪk,78,7.71785e-05,0.9425425768
1057,ɛŋ,78,7.71785e-05,0.9426197553
1058,zɪçs,77,7.6189e-05,0.9426959444
1059,pjuː,77,7.6189e-05,0.9427721334
1060,hɛŋ,77,7.6189e-05,0.9428483225
1061,ɡrɛs,77,7.6189e-05,0.9429245115
1062,ɡɪpt,77,7.6189e-05,0.9430007005
1063,drɪ,77,7.6189e-05,0.9430768896
1064,dɪçt,77,7.6189e-05,0.9431530786
1065,ɒɪj,77,7.6189e-05,0.9432292677
1066,praɪ,76,7.51996e-05,0.9433044673
1067,nʊm,76,7.51996e-05,0.9433796668
1068,nɪk,76,7.51996e-05,0.9434548664
1069,klɛːɐn,76,7.51996e-05,0.943530066
1070,ʃraɪ,76,7.51996e-05,0.9436052656
1071,ɒɪɐ,76,7.51996e-05,0.9436804651
1072,ziːk,75,7.42101e-05,0.9437546752
1073,preː,75,7.42101e-05,0.9438288853
1074,plat,75,7.42101e-05,0.9439030955
1075,ɡnɐ,75,7.42101e-05,0.9439773056
1076,fœl,75,7.42101e-05,0.9440515157
1077,byː,75,7.42101e-05,0.9441257258
1078,ʃɛft,75,7.42101e-05,0.9441999359
1079,ɒaːmts,75,7.42101e-05,0.944274146
1080,tsiːm,74,7.32206e-05,0.9443473666
1081,tax,74,7.32206e-05,0.9444205873
1082,sɪ,74,7.32206e-05,0.9444938079
1083,fʊŋk,74,7.32206e-05,0.9445670285
1084,ʃtɛn,74,7.32206e-05,0.9446402492
1085,ɛk,74,7.32206e-05,0.9447134698
1086,tsaː,73,7.22312e-05,0.944785701
1087,luːt,73,7.22312e-05,0.9448579322
1088,lɪŋ,73,7.22312e-05,0.9449301633
1089,ksyː,73,7.22312e-05,0.9450023945
1090,jaːl,73,7.22312e-05,0.9450746257
1091,ɡɛl,73,7.22312e-05,0.9451468569
1092,ɡəns,73,7.22312e-05,0.945219088
1093,ɒals,73,7.22312e-05,0.9452913192
1094,vɛt,72,7.12417e-05,0.9453625609
1095,tʊnt,72,7.12417e-05,0.9454338026
1096,ʊŋs,72,7.12417e-05,0.9455050443
1097,ʃuː,72,7.12417e-05,0.945576286
1098,ʃaɪt,72,7.12417e-05,0.9456475277
1099,trɪft,71,7.02522e-05,0.94571778
1100,nɛːçs,71,7.02522e-05,0.9457880322
1101,mɛl,71,7.02522e-05,0.9458582844
1102,fʏf,71,7.02522e-05,0.9459285367
1103,deːŋ,71,7.02522e-05,0.9459987889
1104,baɪʃp,71,7.02522e-05,0.9460690411
1105,ʊnh,71,7.02522e-05,0.9461392934
1106,ʃ,71,7.02522e-05,0.9462095456
1107,ɪks,71,7.02522e-05,0.9462797978
1108,pi,70,6.92628e-05,0.9463490606
1109,kam,70,6.92628e-05,0.9464183234
1110,frɔʏt,70,6.92628e-05,0.9464875861
1111,mɛr,69,6.82733e-05,0.9465558594
1112,kɪn,69,6.82733e-05,0.9466241327
1113,dɔk,69,6.82733e-05,0.946692406
1114,ʃaː,69,6.82733e-05,0.9467606793
1115,ɒɔk,69,6.82733e-05,0.9468289526
1116,ɒɪks,69,6.82733e-05,0.9468972259
1117,ɒɪɐŋ,69,6.82733e-05,0.9469654992
1118,çaʊs,69,6.82733e-05,0.9470337725
1119,tak,68,6.72838e-05,0.9471010564
1120,snt,68,6.72838e-05,0.9471683402
1121,ɡuːd,68,6.72838e-05,0.947235624
1122,dɛ,68,6.72838e-05,0.9473029078
1123,ʃtu,68,6.72838e-05,0.9473701917
1124,ɒɛŋ,68,6.72838e-05,0.9474374755
1125,raɪç,67,6.62944e-05,0.9475037699
1126,kʊnft,67,6.62944e-05,0.9475700642
1127,bal,67,6.62944e-05,0.9476363586
1128,ʃtʊt,67,6.62944e-05,0.947702653
1129,ɛtst,67,6.62944e-05,0.9477689473
1130,znt,66,6.53049e-05,0.9478342522
1131,vɔ,66,6.53049e-05,0.9478995571
1132,tsvɔx,66,6.53049e-05,0.947964862
1133,tsaɪç,66,6.53049e-05,0.9480301669
1134,stn,66,6.53049e-05,0.9480954718
1135,nɔɐ,66,6.53049e-05,0.9481607767
1136,klɪŋ,66,6.53049e-05,0.9482260816
1137,kiːl,66,6.53049e-05,0.9482913865
1138,bms,66,6.53049e-05,0.9483566914
1139,ant,66,6.53049e-05,0.9484219963
1140,proː,65,6.43154e-05,0.9484863117
1141,naːh,65,6.43154e-05,0.9485506271
1142,lɪʃ,65,6.43154e-05,0.9486149426
1143,ɡlʏk,65,6.43154e-05,0.948679258
1144,aːxs,65,6.43154e-05,0.9487435734
1145,ʃpɛː,65,6.43154e-05,0.9488078888
1146,rɪ,64,6.3326e-05,0.9488712148
1147,rəm,64,6.3326e-05,0.9489345407
